0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,0,0,32,32,32,32,32,0,0,0,0,0,0,
0,0,0,0,0,0,7,0,42,43,43,43,43,43,43,44,0,0,0,0,0,7,7,7,0,0,0,0,0,0,7,7,7,7,0,0,0,32,32,32,32,32,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,86,59,59,59,59,47,51,52,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7,7,7,0,0,0,32,32,32,32,32,0,0,0,0,0,0,
0,0,0,0,0,0,0,7,49,0,0,0,0,50,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,
0,0,0,0,0,0,7,7,49,0,0,0,0,50,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,42,62,44,0,0,0,0,0,0,
0,0,0,0,0,0,7,0,49,0,41,0,0,50,51,52,0,41,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,50,51,52,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,94,43,62,43,43,63,51,61,43,62,43,43,43,43,43,43,43,62,43,43,43,43,43,43,43,43,43,43,43,43,43,63,51,52,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,52,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,50,51,45,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,47,51,51,51,51,61,43,43,43,43,43,43,
0,0,0,0,0,0,0,0,50,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,51,45,59,59,59,59,59,59,59,59,59,
0,0,0,0,0,0,0,0,50,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,50,51,52,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,7,0,50,51,52,0,957,957,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,51,52,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,7,0,50,51,52,0,957,957,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0,957,58,59,60,0,0,978,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,50,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,50,51,61,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,62,43,43,44,0,0,0,0,957,0,0,0,0,0,0,957,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,60,0,0,0,0,0,0,0,0,0,0,978,0,0,0,0,0,0,0,
