159,159,159,159,159,159,159,159,159,159,159,159,159,159
159,1801,1806,1807,1801,1801,1801,1801,1802,1803,190,191,192,159
159,1809,1814,1815,1850,1850,1850,1850,1810,1811,198,199,200,159
159,1326,1326,1326,1326,1326,1326,1326,1326,0,0,0,0,159
159,1304,1304,1304,1304,1304,1304,1304,1304,0,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,0,0,159
159,0,0,0,0,0,0,0,0,0,0,0,0,159
159,0,1674,1675,1675,1675,1675,1675,1675,1675,1675,1676,0,159
159,0,1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,0,159
159,0,0,0,0,0,0,0,0,0,0,0,0,159
159,159,159,159,159,159,159,159,159,159,159,159,159,159
